section,age,group,persons,males,females
All Religions,Total,POPULATION,1133409,580897,552512
All Religions,Total,UNMARRIED,455748,274799,180949
All Religions,Total,MARRIED,576842,288587,288255
All Religions,Total,WIDOWED,100819,17511,83308
All Religions,0-1,POPULATION,35418,16738,18680
All Religions,0-1,UNMARRIED,35385,16735,18650
All Religions,0-1,MARRIED,33,3,30
All Religions,0-1,WIDOWED,0,0,0
All Religions,1-5,POPULATION,158767,78237,80530
All Religions,1-5,UNMARRIED,153244,77274,75970
All Religions,1-5,MARRIED,5330,947,4383
All Religions,1-5,WIDOWED,193,16,177
All Religions,5-10,POPULATION,147732,76174,71558
All Religions,5-10,UNMARRIED,123003,71501,51502
All Religions,5-10,MARRIED,24105,4640,19465
All Religions,5-10,WIDOWED,624,33,591
All Religions,10-15,POPULATION,130205,70399,59806
All Religions,10-15,UNMARRIED,84567,58721,25846
All Religions,10-15,MARRIED,44678,11614,33064
All Religions,10-15,WIDOWED,960,64,896
All Religions,15-20,POPULATION,104454,52080,52374
All Religions,15-20,UNMARRIED,29593,26528,3065
All Religions,15-20,MARRIED,72740,25339,47401
All Religions,15-20,WIDOWED,2121,213,1908
All Religions,20-30,POPULATION,201848,98595,103253
All Religions,20-30,UNMARRIED,22525,19712,2813
All Religions,20-30,MARRIED,169367,77461,91906
All Religions,20-30,WIDOWED,9956,1422,8534
All Religions,30-40,POPULATION,146629,75740,70889
All Religions,30-40,UNMARRIED,3712,2370,1342
All Religions,30-40,MARRIED,124464,70849,53615
All Religions,30-40,WIDOWED,18453,2521,15932
All Religions,40-50,POPULATION,99874,55600,44274
All Religions,40-50,UNMARRIED,1764,997,767
All Religions,40-50,MARRIED,74382,50673,23709
All Religions,40-50,WIDOWED,23728,3930,19798
All Religions,50-60,POPULATION,61750,33886,27864
All Religions,50-60,UNMARRIED,983,543,440
All Religions,50-60,MARRIED,39147,29046,10101
All Religions,50-60,WIDOWED,21620,4297,17323
All Religions,60 and over,POPULATION,46732,23448,23284
All Religions,60 and over,UNMARRIED,972,418,554
All Religions,60 and over,MARRIED,22596,18015,4581
All Religions,60 and over,WIDOWED,23164,5015,18149
