section,age,group,persons,males,females
All Religions,0-1,POPULATION,32923,15376,17547
All Religions,0-1,UNMARRIED,31650,14598,17052
All Religions,0-1,MARRIED,1214,732,482
All Religions,0-1,WIDOWED,59,46,13
All Religions,1-5,POPULATION,157873,76617,81256
All Religions,1-5,UNMARRIED,143308,68494,74814
All Religions,1-5,MARRIED,13699,7757,5942
All Religions,1-5,WIDOWED,866,366,500
All Religions,5-10,POPULATION,146342,74670,71672
All Religions,5-10,UNMARRIED,112388,61296,51092
All Religions,5-10,MARRIED,32955,13002,19953
All Religions,5-10,WIDOWED,999,372,627
All Religions,10-15,POPULATION,129572,68599,60973
All Religions,10-15,UNMARRIED,78542,50546,27996
All Religions,10-15,MARRIED,49684,17473,32211
All Religions,10-15,WIDOWED,1346,580,766
All Religions,15-20,POPULATION,104008,51550,52458
All Religions,15-20,UNMARRIED,26847,22787,4060
All Religions,15-20,MARRIED,74809,27950,46859
All Religions,15-20,WIDOWED,2352,813,1539
All Religions,20-30,POPULATION,224251,110028,114223
All Religions,20-30,UNMARRIED,25070,20812,4258
All Religions,20-30,MARRIED,187986,86299,101687
All Religions,20-30,WIDOWED,11195,2917,8278
All Religions,30-40,POPULATION,175144,92425,82719
All Religions,30-40,UNMARRIED,8770,6711,2059
All Religions,30-40,MARRIED,143255,80272,62983
All Religions,30-40,WIDOWED,23119,5442,17677
All Religions,40-50,POPULATION,117657,62710,54947
All Religions,40-50,UNMARRIED,4870,4018,852
All Religions,40-50,MARRIED,82830,51494,31336
All Religions,40-50,WIDOWED,29957,7198,22759
All Religions,50-60,POPULATION,76409,39077,37332
All Religions,50-60,UNMARRIED,4847,4208,639
All Religions,50-60,MARRIED,42767,27445,15322
All Religions,50-60,WIDOWED,28795,7424,21371
All Religions,60 and over,POPULATION,60829,30635,30194
All Religions,60 and over,UNMARRIED,2562,2091,471
All Religions,60 and over,MARRIED,28316,19945,8371
All Religions,60 and over,WIDOWED,29951,8599,21352
All Religions,Total,POPULATION,1225008,621687,603321
All Religions,Total,UNMARRIED,438854,255561,183293
