section,age,group,persons,males,females
All Religions,Total,POPULATION,722081,367170,354911
All Religions,Total,UNMARRIED,232290,138551,93739
All Religions,Total,MARRIED,414053,208240,205813
All Religions,Total,WIDOWED,75738,20379,55359
All Religions,0-1,POPULATION,22203,11479,10724
All Religions,0-1,UNMARRIED,21624,11068,10556
All Religions,0-1,MARRIED,566,405,161
All Religions,0-1,WIDOWED,13,6,7
All Religions,1-5,POPULATION,92814,45949,46865
All Religions,1-5,UNMARRIED,85651,43234,42417
All Religions,1-5,MARRIED,6685,2578,4107
All Religions,1-5,WIDOWED,478,137,341
All Religions,5-10,POPULATION,90159,47756,42403
All Religions,5-10,UNMARRIED,62387,37520,24867
All Religions,5-10,MARRIED,26799,9864,16935
All Religions,5-10,WIDOWED,973,372,601
All Religions,10-15,POPULATION,77995,41202,36793
All Religions,10-15,UNMARRIED,37220,25417,11803
All Religions,10-15,MARRIED,39510,15262,24248
All Religions,10-15,WIDOWED,1265,523,742
All Religions,15-20,POPULATION,64123,31652,32471
All Religions,15-20,UNMARRIED,10826,9331,1495
All Religions,15-20,MARRIED,51715,21627,30088
All Religions,15-20,WIDOWED,1582,694,888
All Religions,20-30,POPULATION,130983,65448,65535
All Religions,20-30,UNMARRIED,8644,7465,1179
All Religions,20-30,MARRIED,115796,55594,60202
All Religions,20-30,WIDOWED,6543,2389,4154
All Religions,30-40,POPULATION,96499,48050,48449
All Religions,30-40,UNMARRIED,2612,1998,614
All Religions,30-40,MARRIED,80521,42484,38037
All Religions,30-40,WIDOWED,13366,3568,9798
All Religions,40-50,POPULATION,74277,38392,35885
All Religions,40-50,UNMARRIED,1566,1134,432
All Religions,40-50,MARRIED,54049,32799,21250
All Religions,40-50,WIDOWED,18662,4459,14203
All Religions,50-60,POPULATION,42106,22174,19932
All Religions,50-60,UNMARRIED,1062,842,220
All Religions,50-60,MARRIED,24230,17255,6975
All Religions,50-60,WIDOWED,16814,4077,12737
All Religions,60 and over,POPULATION,30922,15068,15854
All Religions,60 and over,UNMARRIED,698,542,156
All Religions,60 and over,MARRIED,14182,10372,3810
All Religions,60 and over,WIDOWED,16042,4154,11888
