section,age,group,persons,males,females
1. ALL COMMUNITIES.,Total,POPULATION,748691,386481,362210
1. ALL COMMUNITIES.,Total,UNMARRIED,274249,156093,118156
1. ALL COMMUNITIES.,Total,MARRIED,411363,207307,204056
1. ALL COMMUNITIES.,Total,WIDOWED,61394,22477,38917
1. ALL COMMUNITIES.,Total,DIVORCED,1685,604,1081
1. ALL COMMUNITIES.,0-1,POPULATION,26630,13145,13485
1. ALL COMMUNITIES.,0-1,UNMARRIED,26306,13018,13288
1. ALL COMMUNITIES.,0-1,MARRIED,322,127,195
1. ALL COMMUNITIES.,0-1,WIDOWED,2,0,2
1. ALL COMMUNITIES.,0-1,DIVORCED,0,0,0
1. ALL COMMUNITIES.,1-5,POPULATION,102792,50649,52143
1. ALL COMMUNITIES.,1-5,UNMARRIED,99147,49310,49837
1. ALL COMMUNITIES.,1-5,MARRIED,3517,1264,2253
1. ALL COMMUNITIES.,1-5,WIDOWED,128,75,53
1. ALL COMMUNITIES.,1-5,DIVORCED,0,0,0
1. ALL COMMUNITIES.,5-10,POPULATION,79246,47687,31559
1. ALL COMMUNITIES.,5-10,UNMARRIED,63025,41028,21997
1. ALL COMMUNITIES.,5-10,MARRIED,15975,6598,9377
1. ALL COMMUNITIES.,5-10,WIDOWED,243,61,182
1. ALL COMMUNITIES.,5-10,DIVORCED,3,0,3
1. ALL COMMUNITIES.,10-15,POPULATION,81724,39550,42174
1. ALL COMMUNITIES.,10-15,UNMARRIED,46317,25795,20522
1. ALL COMMUNITIES.,10-15,MARRIED,34842,13538,21304
1. ALL COMMUNITIES.,10-15,WIDOWED,532,212,320
1. ALL COMMUNITIES.,10-15,DIVORCED,33,5,28
1. ALL COMMUNITIES.,15-20,POPULATION,65903,32310,33593
1. ALL COMMUNITIES.,15-20,UNMARRIED,18301,12535,5766
1. ALL COMMUNITIES.,15-20,MARRIED,45628,19059,26569
1. ALL COMMUNITIES.,15-20,WIDOWED,1817,670,1147
1. ALL COMMUNITIES.,15-20,DIVORCED,157,46,111
1. ALL COMMUNITIES.,20-30,POPULATION,139269,73697,65572
1. ALL COMMUNITIES.,20-30,UNMARRIED,15724,10278,5446
1. ALL COMMUNITIES.,20-30,MARRIED,118198,61617,56581
1. ALL COMMUNITIES.,20-30,WIDOWED,4945,1680,3265
1. ALL COMMUNITIES.,20-30,DIVORCED,402,122,280
1. ALL COMMUNITIES.,30-40,POPULATION,98767,56427,42340
1. ALL COMMUNITIES.,30-40,UNMARRIED,3180,2494,686
1. ALL COMMUNITIES.,30-40,MARRIED,87333,51381,35952
1. ALL COMMUNITIES.,30-40,WIDOWED,7899,2442,5457
1. ALL COMMUNITIES.,30-40,DIVORCED,355,110,245
1. ALL COMMUNITIES.,40-50,POPULATION,59136,30226,28910
1. ALL COMMUNITIES.,40-50,UNMARRIED,1035,753,282
1. ALL COMMUNITIES.,40-50,MARRIED,48447,25806,22641
1. ALL COMMUNITIES.,40-50,WIDOWED,9321,3536,5785
1. ALL COMMUNITIES.,40-50,DIVORCED,333,131,202
1. ALL COMMUNITIES.,50-60,POPULATION,44264,20519,23745
1. ALL COMMUNITIES.,50-60,UNMARRIED,603,428,175
1. ALL COMMUNITIES.,50-60,MARRIED,31070,15548,15522
1. ALL COMMUNITIES.,50-60,WIDOWED,12335,4432,7903
1. ALL COMMUNITIES.,50-60,DIVORCED,256,111,145
1. ALL COMMUNITIES.,60 & over,POPULATION,50960,22271,28689
1. ALL COMMUNITIES.,60 & over,UNMARRIED,611,454,157
1. ALL COMMUNITIES.,60 & over,MARRIED,26031,12369,13662
1. ALL COMMUNITIES.,60 & over,WIDOWED,24172,9369,14803
1. ALL COMMUNITIES.,60 & over,DIVORCED,146,79,67
2. Brahmanic Hindus.,Total,POPULATION,23921,12215,11706
2. Brahmanic Hindus.,Total,UNMARRIED,10043,5474,4569
2. Brahmanic Hindus.,Total,MARRIED,12277,6162,6115
2. Brahmanic Hindus.,Total,WIDOWED,1599,577,1022
2. Brahmanic Hindus.,Total,DIVORCED,2,2,0
2. Brahmanic Hindus.,0-1,POPULATION,671,314,357
2. Brahmanic Hindus.,0-1,UNMARRIED,671,314,357
2. Brahmanic Hindus.,0-1,MARRIED,0,0,0
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0
2. Brahmanic Hindus.,1-5,POPULATION,2125,903,1222
2. Brahmanic Hindus.,1-5,UNMARRIED,2115,902,1213
2. Brahmanic Hindus.,1-5,MARRIED,10,1,9
2. Brahmanic Hindus.,1-5,WIDOWED,0,0,0
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0
2. Brahmanic Hindus.,5-10,POPULATION,2257,795,1462
2. Brahmanic Hindus.,5-10,UNMARRIED,2208,788,1420
2. Brahmanic Hindus.,5-10,MARRIED,49,7,42
2. Brahmanic Hindus.,5-10,WIDOWED,0,0,0
2. Brahmanic Hindus.,5-10,DIVORCED,0,0,0
2. Brahmanic Hindus.,10-15,POPULATION,2818,1227,1591
2. Brahmanic Hindus.,10-15,UNMARRIED,2287,1031,1256
2. Brahmanic Hindus.,10-15,MARRIED,522,196,326
2. Brahmanic Hindus.,10-15,WIDOWED,9,0,9
2. Brahmanic Hindus.,10-15,DIVORCED,0,0,0
2. Brahmanic Hindus.,15-20,POPULATION,2568,1306,1262
2. Brahmanic Hindus.,15-20,UNMARRIED,1200,1027,173
