section,age,group,persons,males,females
All Religions,0-1,POPULATION,22959,10738,12221
All Religions,0-1,UNMARRIED,22785,10695,12090
All Religions,0-1,MARRIED,168,43,125
All Religions,0-1,WIDOWED,6,0,6
All Religions,1-5,POPULATION,113230,54164,59066
All Religions,1-5,UNMARRIED,107230,52430,54800
All Religions,1-5,MARRIED,5350,1629,3721
All Religions,1-5,WIDOWED,650,105,545
All Religions,5-10,POPULATION,117516,59813,57703
All Religions,5-10,UNMARRIED,98673,54361,44312
All Religions,5-10,MARRIED,17380,5206,12174
All Religions,5-10,WIDOWED,1463,246,1217
All Religions,10-15,POPULATION,106812,55735,51077
All Religions,10-15,UNMARRIED,75736,47286,28450
All Religions,10-15,MARRIED,28754,7856,20898
All Religions,10-15,WIDOWED,2322,593,1729
All Religions,15-20,POPULATION,84439,43529,40910
All Religions,15-20,UNMARRIED,29458,24247,5211
All Religions,15-20,MARRIED,51899,18452,33447
All Religions,15-20,WIDOWED,3082,830,2252
All Religions,20-30,POPULATION,181300,89787,91513
All Religions,20-30,UNMARRIED,29407,24630,4777
All Religions,20-30,MARRIED,138401,62408,75993
All Religions,20-30,WIDOWED,13492,2749,10743
All Religions,30-40,POPULATION,141312,73849,67463
All Religions,30-40,UNMARRIED,10057,7810,2247
All Religions,30-40,MARRIED,107834,61217,46617
All Religions,30-40,WIDOWED,23421,4822,18599
All Religions,40-50,POPULATION,86990,45996,40994
All Religions,40-50,UNMARRIED,3401,2218,1183
All Religions,40-50,MARRIED,58154,38185,19969
All Religions,40-50,WIDOWED,25435,5593,19842
All Religions,50-60,POPULATION,50177,24166,26011
All Religions,50-60,UNMARRIED,1728,1207,521
All Religions,50-60,MARRIED,26585,17933,8652
All Religions,50-60,WIDOWED,21864,5026,16838
All Religions,60 and over,POPULATION,32800,15384,17416
All Religions,60 and over,UNMARRIED,1057,695,362
All Religions,60 and over,MARRIED,13511,9645,3866
All Religions,60 and over,WIDOWED,18232,5044,13188
All Religions,Total,POPULATION,937535,473161,464374
All Religions,Total,UNMARRIED,379532,225579,153953
All Religions,Total,MARRIED,448036,222574,225462
All Religions,Total,WIDOWED,109967,25008,84959
