section,age,group,persons,males,females
1. ALL COMMUNITIES.,0-1,POPULATION,22744,10985,11759
1. ALL COMMUNITIES.,0-1,UNMARRIED,22507,10845,11662
1. ALL COMMUNITIES.,0-1,MARRIED,234,140,94
1. ALL COMMUNITIES.,0-1,WIDOWED,3,0,3
1. ALL COMMUNITIES.,0-1,DIVORCED,0,0,0
1. ALL COMMUNITIES.,1-5,POPULATION,87980,43287,44693
1. ALL COMMUNITIES.,1-5,UNMARRIED,79029,36997,42032
1. ALL COMMUNITIES.,1-5,MARRIED,8876,6272,2604
1. ALL COMMUNITIES.,1-5,WIDOWED,75,18,57
1. ALL COMMUNITIES.,1-5,DIVORCED,0,0,0
1. ALL COMMUNITIES.,5-10,POPULATION,75851,39079,36772
1. ALL COMMUNITIES.,5-10,UNMARRIED,53682,31677,22005
1. ALL COMMUNITIES.,5-10,MARRIED,21738,7359,14379
1. ALL COMMUNITIES.,5-10,WIDOWED,423,43,380
1. ALL COMMUNITIES.,5-10,DIVORCED,8,0,8
1. ALL COMMUNITIES.,10-15,POPULATION,67079,33362,33717
1. ALL COMMUNITIES.,10-15,UNMARRIED,32725,20958,11767
1. ALL COMMUNITIES.,10-15,MARRIED,33502,12261,21241
1. ALL COMMUNITIES.,10-15,WIDOWED,740,103,637
1. ALL COMMUNITIES.,10-15,DIVORCED,112,40,72
1. ALL COMMUNITIES.,15-20,POPULATION,54047,26498,27549
1. ALL COMMUNITIES.,15-20,UNMARRIED,15234,10441,4793
1. ALL COMMUNITIES.,15-20,MARRIED,37237,15746,21491
1. ALL COMMUNITIES.,15-20,WIDOWED,1389,244,1145
1. ALL COMMUNITIES.,15-20,DIVORCED,187,67,120
1. ALL COMMUNITIES.,20-30,POPULATION,114844,56063,58781
1. ALL COMMUNITIES.,20-30,UNMARRIED,16109,9981,6128
1. ALL COMMUNITIES.,20-30,MARRIED,92911,44399,48512
1. ALL COMMUNITIES.,20-30,WIDOWED,5408,1489,3919
1. ALL COMMUNITIES.,20-30,DIVORCED,416,194,222
1. ALL COMMUNITIES.,30-40,POPULATION,88780,46799,41981
1. ALL COMMUNITIES.,30-40,UNMARRIED,7294,4072,3222
1. ALL COMMUNITIES.,30-40,MARRIED,69593,40154,29439
1. ALL COMMUNITIES.,30-40,WIDOWED,11461,2341,9120
1. ALL COMMUNITIES.,30-40,DIVORCED,432,232,200
1. ALL COMMUNITIES.,40-50,POPULATION,64407,32157,32250
1. ALL COMMUNITIES.,40-50,UNMARRIED,3287,1924,1363
1. ALL COMMUNITIES.,40-50,MARRIED,44185,25717,18468
1. ALL COMMUNITIES.,40-50,WIDOWED,16477,4183,12294
1. ALL COMMUNITIES.,40-50,DIVORCED,458,333,125
1. ALL COMMUNITIES.,50-60,POPULATION,41177,21142,20035
1. ALL COMMUNITIES.,50-60,UNMARRIED,1686,1087,599
1. ALL COMMUNITIES.,50-60,MARRIED,24998,16135,8863
1. ALL COMMUNITIES.,50-60,WIDOWED,14196,3723,10473
1. ALL COMMUNITIES.,50-60,DIVORCED,297,197,100
1. ALL COMMUNITIES.,60 & over,POPULATION,30134,15070,15064
1. ALL COMMUNITIES.,60 & over,UNMARRIED,1388,856,532
1. ALL COMMUNITIES.,60 & over,MARRIED,15512,10600,4912
1. ALL COMMUNITIES.,60 & over,WIDOWED,12897,3377,9520
1. ALL COMMUNITIES.,60 & over,DIVORCED,337,237,100
1. ALL COMMUNITIES.,Total,POPULATION,647043,324442,322601
1. ALL COMMUNITIES.,Total,UNMARRIED,232941,128838,104103
1. ALL COMMUNITIES.,Total,MARRIED,348786,178783,170003
1. ALL COMMUNITIES.,Total,WIDOWED,63069,15521,47548
1. ALL COMMUNITIES.,Total,DIVORCED,2247,1300,947
2. Brahmanic Hindus.,0-1,POPULATION,294,124,170
2. Brahmanic Hindus.,0-1,UNMARRIED,294,124,170
2. Brahmanic Hindus.,0-1,MARRIED,0,0,0
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0
2. Brahmanic Hindus.,1-5,POPULATION,1200,387,813
2. Brahmanic Hindus.,1-5,UNMARRIED,1173,373,800
2. Brahmanic Hindus.,1-5,MARRIED,27,14,13
2. Brahmanic Hindus.,1-5,WIDOWED,0,0,0
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0
2. Brahmanic Hindus.,5-10,POPULATION,673,195,478
2. Brahmanic Hindus.,5-10,UNMARRIED,577,149,428
2. Brahmanic Hindus.,5-10,MARRIED,95,46,49
2. Brahmanic Hindus.,5-10,WIDOWED,1,0,1
2. Brahmanic Hindus.,5-10,DIVORCED,0,0,0
2. Brahmanic Hindus.,10-15,POPULATION,1470,538,932
2. Brahmanic Hindus.,10-15,UNMARRIED,942,370,572
2. Brahmanic Hindus.,10-15,MARRIED,524,168,356
2. Brahmanic Hindus.,10-15,WIDOWED,4,0,4
2. Brahmanic Hindus.,10-15,DIVORCED,0,0,0
2. Brahmanic Hindus.,15-20,POPULATION,1303,553,750
2. Brahmanic Hindus.,15-20,UNMARRIED,770,366,404
2. Brahmanic Hindus.,15-20,MARRIED,524,187,337
2. Brahmanic Hindus.,15-20,WIDOWED,9,0,9
2. Brahmanic Hindus.,15-20,DIVORCED,0,0,0
2. Brahmanic Hindus.,20-30,POPULATION,1888,1150,738
2. Brahmanic Hindus.,20-30,UNMARRIED,572,568,4
2. Brahmanic Hindus.,20-30,MARRIED,1263,573,690
2. Brahmanic Hindus.,20-30,WIDOWED,53,9,44
2. Brahmanic Hindus.,20-30,DIVORCED,0,0,0
2. Brahmanic Hindus.,30-40,POPULATION,1590,925,665
2. Brahmanic Hindus.,30-40,UNMARRIED,325,325,0
2. Brahmanic Hindus.,30-40,MARRIED,1164,584,580
2. Brahmanic Hindus.,30-40,WIDOWED,101,16,85
2. Brahmanic Hindus.,30-40,DIVORCED,0,0,0
2. Brahmanic Hindus.,40-50,POPULATION,1016,498,518
2. Brahmanic Hindus.,40-50,UNMARRIED,51,51,0
2. Brahmanic Hindus.,40-50,MARRIED,807,421,386
2. Brahmanic Hindus.,40-50,WIDOWED,158,26,132
2. Brahmanic Hindus.,40-50,DIVORCED,0,0,0
2. Brahmanic Hindus.,50-60,POPULATION,767,448,319
2. Brahmanic Hindus.,50-60,UNMARRIED,37,37,0
2. Brahmanic Hindus.,50-60,MARRIED,586,377,209
2. Brahmanic Hindus.,50-60,WIDOWED,144,34,110
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0
2. Brahmanic Hindus.,60 & over,POPULATION,384,174,210
2. Brahmanic Hindus.,60 & over,UNMARRIED,25,25,0
2. Brahmanic Hindus.,60 & over,MARRIED,196,121,75
2. Brahmanic Hindus.,60 & over,WIDOWED,163,28,135
2. Brahmanic Hindus.,60 & over,DIVORCED,0,0,0
2. Brahmanic Hindus.,Total,POPULATION,10585,4992,5593
2. Brahmanic Hindus.,Total,UNMARRIED,4766,2388,2378
2. Brahmanic Hindus.,Total,MARRIED,5186,2491,2695
2. Brahmanic Hindus.,Total,WIDOWED,633,113,520
2. Brahmanic Hindus.,Total,DIVORCED,0,0,0
