section,age,group,persons,males,females
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,1 Bangalore,35-39,1,1,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,1 Bangalore,40-44,3,2,1
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,1 Bangalore,45-49,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,1 Bangalore,50-59,1,1,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,1 Bangalore,60 and over,4,2,2
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,1 Bangalore,Age not stated,63,31,32
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,2 Kolar,35-39,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,2 Kolar,40-44,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,2 Kolar,45-49,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,2 Kolar,50-59,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,2 Kolar,60 and over,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,2 Kolar,Age not stated,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,3 Tumkur,35-39,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,3 Tumkur,40-44,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,3 Tumkur,45-49,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,3 Tumkur,50-59,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,3 Tumkur,60 and over,1,1,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,3 Tumkur,Age not stated,1,0,1
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,4 Mysore,35-39,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,4 Mysore,40-44,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,4 Mysore,45-49,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,4 Mysore,50-59,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,4 Mysore,60 and over,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,4 Mysore,Age not stated,27,1,26
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,5 Hassan,35-39,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,5 Hassan,40-44,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,5 Hassan,45-49,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,5 Hassan,50-59,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,5 Hassan,60 and over,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,5 Hassan,Age not stated,10,2,8
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,6 Shimoga,35-39,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,6 Shimoga,40-44,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,6 Shimoga,45-49,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,6 Shimoga,50-59,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,6 Shimoga,60 and over,0,0,0
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,6 Shimoga,Age not stated,4,0,4
TABLE VIII. PART A.—Concluded. Civil Condition by Age—Periods. All Religions.,7 Kadur,35-39,0,0,0
