section,age,group,persons,males,females
All Religions,Total,POPULATION,873615,446256,427359
All Religions,Total,UNMARRIED,317618,171157,146461
All Religions,Total,MARRIED,471962,246734,225228
All Religions,Total,WIDOWED,84035,28365,55670
All Religions,0-1,POPULATION,37291,14666,22625
All Religions,0-1,UNMARRIED,36654,14353,22301
All Religions,0-1,MARRIED,617,309,308
All Religions,0-1,WIDOWED,20,4,16
All Religions,1-5,POPULATION,138166,65760,72406
All Religions,1-5,UNMARRIED,124162,58464,65698
All Religions,1-5,MARRIED,13312,6926,6386
All Religions,1-5,WIDOWED,692,370,322
All Religions,5-10,POPULATION,103377,52652,50725
All Religions,5-10,UNMARRIED,72047,40251,31796
All Religions,5-10,MARRIED,30057,11783,18274
All Religions,5-10,WIDOWED,1273,618,655
All Religions,10-15,POPULATION,91821,49381,42440
All Religions,10-15,UNMARRIED,47231,31200,16031
All Religions,10-15,MARRIED,43097,17451,25646
All Religions,10-15,WIDOWED,1493,730,763
All Religions,15-20,POPULATION,74122,37342,36780
All Religions,15-20,UNMARRIED,17155,13550,3605
All Religions,15-20,MARRIED,54900,22954,31946
All Religions,15-20,WIDOWED,2067,838,1229
All Religions,20-30,POPULATION,144075,73408,70667
All Religions,20-30,UNMARRIED,12639,9044,3595
All Religions,20-30,MARRIED,123377,61523,61854
All Religions,20-30,WIDOWED,8059,2841,5218
All Religions,30-40,POPULATION,113126,60032,53094
All Religions,30-40,UNMARRIED,3761,2060,1701
All Religions,30-40,MARRIED,95057,53503,41554
All Religions,30-40,WIDOWED,14308,4469,9839
All Religions,40-50,POPULATION,79002,43232,35770
All Religions,40-50,UNMARRIED,1888,987,901
All Religions,40-50,MARRIED,58045,36147,21898
All Religions,40-50,WIDOWED,19069,6098,12971
All Religions,50-60,POPULATION,51767,28596,23171
All Religions,50-60,UNMARRIED,1091,594,497
All Religions,50-60,MARRIED,32660,22132,10528
All Religions,50-60,WIDOWED,18016,5870,12146
All Religions,60 and over,POPULATION,40868,21187,19681
All Religions,60 and over,UNMARRIED,990,654,336
All Religions,60 and over,MARRIED,20840,14006,6834
All Religions,60 and over,WIDOWED,19038,6527,12511
Hindu (Brahmanic),Total,POPULATION,554768,284718,270050
Hindu (Brahmanic),Total,UNMARRIED,190842,101659,89183
Hindu (Brahmanic),Total,MARRIED,304977,161930,143047
Hindu (Brahmanic),Total,WIDOWED,58949,21129,37820
Hindu (Brahmanic),0-1,POPULATION,23686,9419,14267
Hindu (Brahmanic),0-1,UNMARRIED,23343,9303,14040
Hindu (Brahmanic),0-1,MARRIED,327,112,215
Hindu (Brahmanic),0-1,WIDOWED,16,4,12
Hindu (Brahmanic),1-5,POPULATION,86196,39023,47173
Hindu (Brahmanic),1-5,UNMARRIED,76781,34020,42761
Hindu (Brahmanic),1-5,MARRIED,8906,4692,4214
Hindu (Brahmanic),1-5,WIDOWED,509,311,198
Hindu (Brahmanic),5-10,POPULATION,61543,32591,28952
Hindu (Brahmanic),5-10,UNMARRIED,41655,23661,17994
Hindu (Brahmanic),5-10,MARRIED,18923,8413,10510
Hindu (Brahmanic),5-10,WIDOWED,965,517,448
Hindu (Brahmanic),10-15,POPULATION,57399,31723,25676
Hindu (Brahmanic),10-15,UNMARRIED,27690,18944,8746
Hindu (Brahmanic),10-15,MARRIED,28637,12208,16429
Hindu (Brahmanic),10-15,WIDOWED,1072,571,501
Hindu (Brahmanic),15-20,POPULATION,46550,23409,23141
Hindu (Brahmanic),15-20,UNMARRIED,9703,7825,1878
Hindu (Brahmanic),15-20,MARRIED,35410,14939,20471
Hindu (Brahmanic),15-20,WIDOWED,1437,645,792
Hindu (Brahmanic),20-30,POPULATION,90532,46376,44156
Hindu (Brahmanic),20-30,UNMARRIED,7076,5173,1903
Hindu (Brahmanic),20-30,MARRIED,77705,39022,38683
Hindu (Brahmanic),20-30,WIDOWED,5751,2181,3570
Hindu (Brahmanic),30-40,POPULATION,74116,40065,34051
Hindu (Brahmanic),30-40,UNMARRIED,2254,1290,964
Hindu (Brahmanic),30-40,MARRIED,61506,35254,26252
Hindu (Brahmanic),30-40,WIDOWED,10356,3521,6835
Hindu (Brahmanic),40-50,POPULATION,52907,28985,23922
Hindu (Brahmanic),40-50,UNMARRIED,1060,594,466
Hindu (Brahmanic),40-50,MARRIED,38271,23806,14465
Hindu (Brahmanic),40-50,WIDOWED,13576,4585,8991
Hindu (Brahmanic),50-60,POPULATION,35119,19625,15494
Hindu (Brahmanic),50-60,UNMARRIED,663,386,277
Hindu (Brahmanic),50-60,MARRIED,21918,15062,6856
Hindu (Brahmanic),50-60,WIDOWED,12538,4177,8361
Hindu (Brahmanic),60 and over,POPULATION,26720,13502,13218
Hindu (Brahmanic),60 and over,UNMARRIED,617,463,154
Hindu (Brahmanic),60 and over,MARRIED,13374,8422,4952
Hindu (Brahmanic),60 and over,WIDOWED,12729,4617,8112
Adi Hindu,Total,POPULATION,163143,81971,81172
Adi Hindu,Total,UNMARRIED,56426,31744,24682
Adi Hindu,Total,MARRIED,93203,46128,47075
Adi Hindu,Total,WIDOWED,13514,4099,9415
Adi Hindu,0-1,POPULATION,6010,2749,3261
Adi Hindu,0-1,UNMARRIED,5843,2635,3208
Adi Hindu,0-1,MARRIED,164,114,50
Adi Hindu,0-1,WIDOWED,3,0,3
Adi Hindu,1-5,POPULATION,27240,15092,12148
Adi Hindu,1-5,UNMARRIED,24458,13566,10892
Adi Hindu,1-5,MARRIED,2649,1500,1149
Adi Hindu,1-5,WIDOWED,133,26,107
Adi Hindu,5-10,POPULATION,21914,10031,11883
Adi Hindu,5-10,UNMARRIED,14135,7885,6250
Adi Hindu,5-10,MARRIED,7558,2082,5476
Adi Hindu,5-10,WIDOWED,221,64,157
Adi Hindu,10-15,POPULATION,16588,8084,8504
Adi Hindu,10-15,UNMARRIED,7838,4968,2870
Adi Hindu,10-15,MARRIED,8442,2994,5448
Adi Hindu,10-15,WIDOWED,308,122,186
Adi Hindu,15-20,POPULATION,13398,6129,7269
Adi Hindu,15-20,UNMARRIED,2011,1452,559
Adi Hindu,15-20,MARRIED,10944,4539,6405
Adi Hindu,15-20,WIDOWED,443,138,305
Adi Hindu,20-30,POPULATION,27731,13420,14311
Adi Hindu,20-30,UNMARRIED,1317,832,485
Adi Hindu,20-30,MARRIED,25060,12167,12893
Adi Hindu,20-30,WIDOWED,1354,421,933
Adi Hindu,30-40,POPULATION,21261,10532,10729
Adi Hindu,30-40,UNMARRIED,374,176,198
Adi Hindu,30-40,MARRIED,18675,9808,8867
Adi Hindu,30-40,WIDOWED,2212,548,1664
Adi Hindu,40-50,POPULATION,13938,7753,6185
Adi Hindu,40-50,UNMARRIED,230,126,104
Adi Hindu,40-50,MARRIED,10666,6717,3949
Adi Hindu,40-50,WIDOWED,3042,910,2132
Adi Hindu,50-60,POPULATION,8458,4700,3758
Adi Hindu,50-60,UNMARRIED,120,49,71
Adi Hindu,50-60,MARRIED,5405,3644,1761
