section,age,group,persons,males,females
All Religions,Total,POPULATION,633690,325396,308294
All Religions,Total,UNMARRIED,230556,132962,97594
All Religions,Total,MARRIED,343495,172441,171054
All Religions,Total,WIDOWED,59639,19993,39646
All Religions,0-1,POPULATION,19016,8723,10293
All Religions,0-1,UNMARRIED,18600,8637,9963
All Religions,0-1,MARRIED,408,82,326
All Religions,0-1,WIDOWED,8,4,4
All Religions,1-5,POPULATION,87687,41090,46597
All Religions,1-5,UNMARRIED,80040,39226,40814
All Religions,1-5,MARRIED,7226,1600,5626
All Religions,1-5,WIDOWED,421,264,157
All Religions,5-10,POPULATION,72752,38584,34168
All Religions,5-10,UNMARRIED,54890,33508,21382
All Religions,5-10,MARRIED,17257,4770,12487
All Religions,5-10,WIDOWED,605,306,299
All Religions,10-15,POPULATION,69249,37106,32143
All Religions,10-15,UNMARRIED,39523,27043,12480
All Religions,10-15,MARRIED,28695,9782,18913
All Religions,10-15,WIDOWED,1031,281,750
All Religions,15-20,POPULATION,55340,26342,28998
All Religions,15-20,UNMARRIED,13845,10152,3693
All Religions,15-20,MARRIED,39830,15742,24088
All Religions,15-20,WIDOWED,1665,448,1217
All Religions,20-30,POPULATION,112818,56037,56781
All Religions,20-30,UNMARRIED,13882,9440,4442
All Religions,20-30,MARRIED,92021,44214,47807
All Religions,20-30,WIDOWED,6915,2383,4532
All Religions,30-40,POPULATION,88834,46245,42589
All Religions,30-40,UNMARRIED,6183,3439,2744
All Religions,30-40,MARRIED,71279,39029,32250
All Religions,30-40,WIDOWED,11372,3777,7595
All Religions,40-50,POPULATION,61812,34050,27762
All Religions,40-50,UNMARRIED,2336,871,1465
All Religions,40-50,MARRIED,46494,29050,17444
All Religions,40-50,WIDOWED,12982,4129,8853
All Religions,50-60,POPULATION,38885,22541,16344
All Religions,50-60,UNMARRIED,891,410,481
All Religions,50-60,MARRIED,25307,17984,7323
All Religions,50-60,WIDOWED,12687,4147,8540
All Religions,60 and over,POPULATION,27297,14678,12619
All Religions,60 and over,UNMARRIED,366,236,130
All Religions,60 and over,MARRIED,14978,10188,4790
All Religions,60 and over,WIDOWED,11953,4254,7699
Hindu (Brahmanic),Total,POPULATION,473445,243844,229601
Hindu (Brahmanic),Total,UNMARRIED,168782,97650,71132
Hindu (Brahmanic),Total,MARRIED,258198,129434,128764
Hindu (Brahmanic),Total,WIDOWED,46465,16760,29705
Hindu (Brahmanic),0-1,POPULATION,13960,6174,7786
Hindu (Brahmanic),0-1,UNMARRIED,13707,6105,7602
Hindu (Brahmanic),0-1,MARRIED,251,67,184
Hindu (Brahmanic),0-1,WIDOWED,2,2,0
Hindu (Brahmanic),1-5,POPULATION,63382,29215,34167
Hindu (Brahmanic),1-5,UNMARRIED,57062,27706,29356
Hindu (Brahmanic),1-5,MARRIED,6003,1252,4751
Hindu (Brahmanic),1-5,WIDOWED,317,257,60
Hindu (Brahmanic),5-10,POPULATION,53522,28491,25031
Hindu (Brahmanic),5-10,UNMARRIED,40160,24905,15255
Hindu (Brahmanic),5-10,MARRIED,12895,3300,9595
Hindu (Brahmanic),5-10,WIDOWED,467,286,181
Hindu (Brahmanic),10-15,POPULATION,50548,26711,23837
Hindu (Brahmanic),10-15,UNMARRIED,28140,19218,8922
Hindu (Brahmanic),10-15,MARRIED,21544,7238,14306
Hindu (Brahmanic),10-15,WIDOWED,864,255,609
Hindu (Brahmanic),15-20,POPULATION,42075,20170,21905
Hindu (Brahmanic),15-20,UNMARRIED,10279,7708,2571
Hindu (Brahmanic),15-20,MARRIED,30394,12067,18327
Hindu (Brahmanic),15-20,WIDOWED,1402,395,1007
Hindu (Brahmanic),20-30,POPULATION,86521,43323,43198
Hindu (Brahmanic),20-30,UNMARRIED,11250,7630,3620
Hindu (Brahmanic),20-30,MARRIED,69548,33592,35956
Hindu (Brahmanic),20-30,WIDOWED,5723,2101,3622
Hindu (Brahmanic),30-40,POPULATION,67939,35978,31961
Hindu (Brahmanic),30-40,UNMARRIED,5343,3098,2245
Hindu (Brahmanic),30-40,MARRIED,53426,29593,23833
Hindu (Brahmanic),30-40,WIDOWED,9170,3287,5883
Hindu (Brahmanic),40-50,POPULATION,46775,26196,20579
Hindu (Brahmanic),40-50,UNMARRIED,1833,742,1091
Hindu (Brahmanic),40-50,MARRIED,34905,21999,12906
Hindu (Brahmanic),40-50,WIDOWED,10037,3455,6582
Hindu (Brahmanic),50-60,POPULATION,28172,16439,11733
Hindu (Brahmanic),50-60,UNMARRIED,731,340,391
Hindu (Brahmanic),50-60,MARRIED,17860,12738,5122
Hindu (Brahmanic),50-60,WIDOWED,9581,3361,6220
Hindu (Brahmanic),60 and over,POPULATION,20551,11147,9404
Hindu (Brahmanic),60 and over,UNMARRIED,277,198,79
Hindu (Brahmanic),60 and over,MARRIED,11372,7588,3784
Hindu (Brahmanic),60 and over,WIDOWED,8902,3361,5541
