section,age,group,persons,males,females
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,26697,4317,22380
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,42461,12459,30002
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,49985,22305,27680
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,47579,24096,23483
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,37161,21872,15289
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,21541,3006,18535
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,35640,9656,25984
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,39283,17264,22019
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,39584,21291,18293
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,29008,17809,11199
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,22215,3075,19140
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,35020,9351,25669
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,39899,17842,22057
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,36336,19666,16670
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,29087,18379,10708
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,50134,10717,39417
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,70970,23351,47619
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,83297,37292,46005
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,74999,38708,36291
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,61181,34985,26196
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,20196,2754,17442
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,29720,8239,21481
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,34651,15016,19635
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,32264,17036,15228
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,25566,14899,10667
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,18894,3729,15165
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,28267,9232,19035
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,33328,16510,16818
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,31203,17822,13381
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,24396,15400,8996
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,11619,2052,9567
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,18658,5818,12840
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,23134,11248,11886
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,21762,12573,9189
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,16390,10769,5621
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,15133,2256,12877
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,25076,6865,18211
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,28287,12965,15322
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,25559,14011,11548
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,20580,12511,8069
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,186429,31906,154523
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,285812,84971,200841
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,331864,150442,181422
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,309286,165203,144083
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,243369,146624,96745
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,3764,419,3345
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,5868,1762,4106
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,6533,3035,3498
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,6237,3207,3030
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,4221,2487,1734
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,15—19,190253,32385,157868
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,20—24,291680,86733,204947
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,25—29,338397,153477,184920
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,30—34,315523,168410,147113
TABLE VIII. Civil Condition by Religion and Age. (2) Married. Age-Periods.,,35—39,247590,149111,98479
