section,age,group,persons,males,females
TABLE VIII. PART A.-Concluded.,1 Bangalore,50-54.,13698,2433,11265
TABLE VIII. PART A.-Concluded.,2 Kolar,50-54.,12496,2516,9980
TABLE VIII. PART A.-Concluded.,3 Tumkur,50-54.,11686,2214,9472
TABLE VIII. PART A.-Concluded.,4 Mysore,50-54.,22651,2853,19798
TABLE VIII. PART A.-Concluded.,5 Hassan,50-54.,9765,1490,8275
TABLE VIII. PART A.-Concluded.,6 Shimoga,50-54.,10521,2651,7870
TABLE VIII. PART A.-Concluded.,7 Kadur,50-54.,6074,1279,4795
TABLE VIII. PART A.-Concluded.,8 Chitaldurg,50-54.,6907,1478,5429
TABLE VIII. PART A.-Concluded.,"The Civil and Military Station, Bangalore...",50-54.,1780,271,1509
TABLE VIII. PART A.-Concluded.,GRAND TOTAL..,50-54.,95578,17185,78393
TABLE VIII. PART A.-Concluded.,Total,50-54.,93798,16914,76884
