section,age,group,persons,males,females
TABLE VIII. PART A.- Continued. (1) Unmarried.,1 Bangalore,15-19,25820,23476,2344
TABLE VIII. PART A.- Continued. (1) Unmarried.,1 Bangalore,20-24,15824,15067,757
TABLE VIII. PART A.- Continued. (1) Unmarried.,1 Bangalore,25-29,7894,7357,537
TABLE VIII. PART A.- Continued. (1) Unmarried.,1 Bangalore,30-34,3234,2777,457
TABLE VIII. PART A.- Continued. (1) Unmarried.,1 Bangalore,35-39,1673,1409,264
TABLE VIII. PART A.- Continued. (1) Unmarried.,2 Kolar,15-19,21665,19538,2127
TABLE VIII. PART A.- Continued. (1) Unmarried.,2 Kolar,20-24,16433,15792,641
TABLE VIII. PART A.- Continued. (1) Unmarried.,2 Kolar,25-29,9261,8715,546
TABLE VIII. PART A.- Continued. (1) Unmarried.,2 Kolar,30-34,5357,4828,529
TABLE VIII. PART A.- Continued. (1) Unmarried.,2 Kolar,35-39,2192,1924,268
TABLE VIII. PART A.- Continued. (1) Unmarried.,3 Tumkur,15-19,24930,22402,2528
TABLE VIII. PART A.- Continued. (1) Unmarried.,3 Tumkur,20-24,17048,16156,892
TABLE VIII. PART A.- Continued. (1) Unmarried.,3 Tumkur,25-29,9842,8989,853
TABLE VIII. PART A.- Continued. (1) Unmarried.,3 Tumkur,30-34,4038,3341,697
TABLE VIII. PART A.- Continued. (1) Unmarried.,3 Tumkur,35-39,2200,1765,435
TABLE VIII. PART A.- Continued. (1) Unmarried.,4 Mysore,15-19,48908,41107,7801
TABLE VIII. PART A.- Continued. (1) Unmarried.,4 Mysore,20-24,25469,22595,2874
TABLE VIII. PART A.- Continued. (1) Unmarried.,4 Mysore,25-29,12622,10938,1684
TABLE VIII. PART A.- Continued. (1) Unmarried.,4 Mysore,30-34,5726,4569,1157
TABLE VIII. PART A.- Continued. (1) Unmarried.,4 Mysore,35-39,3156,2400,756
TABLE VIII. PART A.- Continued. (1) Unmarried.,5 Hassan,15-19,26431,20927,5504
TABLE VIII. PART A.- Continued. (1) Unmarried.,5 Hassan,20-24,14379,13213,1166
TABLE VIII. PART A.- Continued. (1) Unmarried.,5 Hassan,25-29,7238,6662,576
TABLE VIII. PART A.- Continued. (1) Unmarried.,5 Hassan,30-34,3208,2818,390
TABLE VIII. PART A.- Continued. (1) Unmarried.,5 Hassan,35-39,1569,1325,244
TABLE VIII. PART A.- Continued. (1) Unmarried.,6 Shimoga,15-19,26694,22568,4126
TABLE VIII. PART A.- Continued. (1) Unmarried.,6 Shimoga,20-24,16384,14556,1828
TABLE VIII. PART A.- Continued. (1) Unmarried.,6 Shimoga,25-29,10133,8674,1459
TABLE VIII. PART A.- Continued. (1) Unmarried.,6 Shimoga,30-34,5774,4507,1267
TABLE VIII. PART A.- Continued. (1) Unmarried.,6 Shimoga,35-39,3576,2814,762
TABLE VIII. PART A.- Continued. (1) Unmarried.,7 Kadur,15-19,17822,14647,3175
TABLE VIII. PART A.- Continued. (1) Unmarried.,7 Kadur,20-24,11284,10496,788
TABLE VIII. PART A.- Continued. (1) Unmarried.,7 Kadur,25-29,6516,5992,524
TABLE VIII. PART A.- Continued. (1) Unmarried.,7 Kadur,30-34,3153,2809,344
TABLE VIII. PART A.- Continued. (1) Unmarried.,7 Kadur,35-39,1748,1456,292
TABLE VIII. PART A.- Continued. (1) Unmarried.,8 Chitaldurg,15-19,16026,13894,2132
TABLE VIII. PART A.- Continued. (1) Unmarried.,8 Chitaldurg,20-24,11885,11015,870
TABLE VIII. PART A.- Continued. (1) Unmarried.,8 Chitaldurg,25-29,7154,6443,711
TABLE VIII. PART A.- Continued. (1) Unmarried.,8 Chitaldurg,30-34,3277,2678,599
TABLE VIII. PART A.- Continued. (1) Unmarried.,8 Chitaldurg,35-39,1860,1508,352
TABLE VIII. PART A.- Continued. (1) Unmarried.,Total,15-19,208296,178559,29737
TABLE VIII. PART A.- Continued. (1) Unmarried.,Total,20-24,128706,118890,9816
TABLE VIII. PART A.- Continued. (1) Unmarried.,Total,25-29,70660,63770,6890
TABLE VIII. PART A.- Continued. (1) Unmarried.,Total,30-34,33767,28327,5440
TABLE VIII. PART A.- Continued. (1) Unmarried.,Total,35-39,17974,14601,3373
TABLE VIII. PART A.- Continued. (1) Unmarried.,"The Civil and Military Station, Bangalore...",15-19,5019,3810,1209
TABLE VIII. PART A.- Continued. (1) Unmarried.,"The Civil and Military Station, Bangalore...",20-24,4166,3665,501
TABLE VIII. PART A.- Continued. (1) Unmarried.,"The Civil and Military Station, Bangalore...",25-29,1710,1450,260
TABLE VIII. PART A.- Continued. (1) Unmarried.,"The Civil and Military Station, Bangalore...",30-34,581,423,158
TABLE VIII. PART A.- Continued. (1) Unmarried.,"The Civil and Military Station, Bangalore...",35-39,254,162,92
TABLE VIII. PART A.- Continued. (1) Unmarried.,GRAND TOTAL...,15-19,213315,182369,30946
TABLE VIII. PART A.- Continued. (1) Unmarried.,GRAND TOTAL...,20-24,132872,122555,10317
TABLE VIII. PART A.- Continued. (1) Unmarried.,GRAND TOTAL...,25-29,72370,65220,7150
TABLE VIII. PART A.- Continued. (1) Unmarried.,GRAND TOTAL...,30-34,34348,28750,5598
TABLE VIII. PART A.- Continued. (1) Unmarried.,GRAND TOTAL...,35-39,18228,14763,3465
