section,age,group,persons,males,females
1. ALL COMMUNITIES.,0-1,POPULATION,30919,14343,16576
1. ALL COMMUNITIES.,0-1,UNMARRIED,30728,14331,16397
1. ALL COMMUNITIES.,0-1,MARRIED,191,12,179
1. ALL COMMUNITIES.,0-1,WIDOWED,0,0,0
1. ALL COMMUNITIES.,0-1,DIVORCED,0,0,0
1. ALL COMMUNITIES.,1-5,POPULATION,136176,63495,72681
1. ALL COMMUNITIES.,1-5,UNMARRIED,130981,62225,68756
1. ALL COMMUNITIES.,1-5,MARRIED,4538,1270,3268
1. ALL COMMUNITIES.,1-5,WIDOWED,657,0,657
1. ALL COMMUNITIES.,1-5,DIVORCED,0,0,0
1. ALL COMMUNITIES.,5-10,POPULATION,92349,42053,50296
1. ALL COMMUNITIES.,5-10,UNMARRIED,78811,34435,44376
1. ALL COMMUNITIES.,5-10,MARRIED,12958,7548,5410
1. ALL COMMUNITIES.,5-10,WIDOWED,573,63,510
1. ALL COMMUNITIES.,5-10,DIVORCED,7,7,0
1. ALL COMMUNITIES.,10-15,POPULATION,121687,68467,53220
1. ALL COMMUNITIES.,10-15,UNMARRIED,81206,53024,28182
1. ALL COMMUNITIES.,10-15,MARRIED,39418,15144,24274
1. ALL COMMUNITIES.,10-15,WIDOWED,1038,299,739
1. ALL COMMUNITIES.,10-15,DIVORCED,25,0,25
1. ALL COMMUNITIES.,15-20,POPULATION,116720,70998,45722
1. ALL COMMUNITIES.,15-20,UNMARRIED,51887,43834,8053
1. ALL COMMUNITIES.,15-20,MARRIED,61851,26583,35268
1. ALL COMMUNITIES.,15-20,WIDOWED,2715,499,2216
1. ALL COMMUNITIES.,15-20,DIVORCED,267,82,185
1. ALL COMMUNITIES.,20-30,POPULATION,173184,99509,73675
1. ALL COMMUNITIES.,20-30,UNMARRIED,22629,19324,3305
1. ALL COMMUNITIES.,20-30,MARRIED,140224,77851,62373
1. ALL COMMUNITIES.,20-30,WIDOWED,9511,2071,7440
1. ALL COMMUNITIES.,20-30,DIVORCED,820,263,557
1. ALL COMMUNITIES.,30-40,POPULATION,164497,73994,90503
1. ALL COMMUNITIES.,30-40,UNMARRIED,13545,11421,2124
1. ALL COMMUNITIES.,30-40,MARRIED,132746,58761,73985
1. ALL COMMUNITIES.,30-40,WIDOWED,17315,3497,13818
1. ALL COMMUNITIES.,30-40,DIVORCED,891,315,576
1. ALL COMMUNITIES.,40-50,POPULATION,114635,55459,59176
1. ALL COMMUNITIES.,40-50,UNMARRIED,7117,5429,1688
1. ALL COMMUNITIES.,40-50,MARRIED,86775,45153,41622
1. ALL COMMUNITIES.,40-50,WIDOWED,20067,4621,15446
1. ALL COMMUNITIES.,40-50,DIVORCED,676,256,420
1. ALL COMMUNITIES.,50-60,POPULATION,75889,35855,40034
1. ALL COMMUNITIES.,50-60,UNMARRIED,3441,2570,871
1. ALL COMMUNITIES.,50-60,MARRIED,46491,26537,19954
1. ALL COMMUNITIES.,50-60,WIDOWED,25391,6550,18841
