section,age,group,persons,males,females
TABLE VIII. PART A.-Continued.,1 Bangalore,Total Widowed.,91768,17175,74593
TABLE VIII. PART A.-Continued.,2 Kolar,Total Widowed.,86283,17177,69106
TABLE VIII. PART A.-Continued.,3 Tumkur,Total Widowed.,81838,15477,66361
TABLE VIII. PART A.-Continued.,4 Mysore,Total Widowed.,142428,19724,122704
TABLE VIII. PART A.-Continued.,5 Hassan,Total Widowed.,62843,10328,52515
TABLE VIII. PART A.-Continued.,6 Shimoga,Total Widowed.,70684,16435,54249
TABLE VIII. PART A.-Continued.,7 Kadur,Total Widowed.,39929,8412,31517
TABLE VIII. PART A.-Continued.,8 Chitaldurg,Total Widowed.,50814,10764,40050
TABLE VIII. PART A.-Continued.,"The Civil and Military Station, Bangalore...",Total Widowed.,11093,1871,9222
TABLE VIII. PART A.-Continued.,GRAND TOTAL...,Total Widowed.,637680,117363,520317
TABLE VIII. PART A.-Continued.,Total,Total Widowed.,626587,115492,511095
