section,age,group,persons,males,females
All Religions,0-1,POPULATION,36583,17403,19180
All Religions,0-1,UNMARRIED,36536,17395,19141
All Religions,0-1,MARRIED,47,8,39
All Religions,0-1,WIDOWED,0,0,0
All Religions,1-5,POPULATION,187028,82605,104423
All Religions,1-5,UNMARRIED,181615,80907,100708
All Religions,1-5,MARRIED,5235,1677,3558
All Religions,1-5,WIDOWED,178,21,157
All Religions,5-10,POPULATION,137284,82321,54963
All Religions,5-10,UNMARRIED,102371,74871,27500
All Religions,5-10,MARRIED,34283,7351,26932
All Religions,5-10,WIDOWED,630,99,531
All Religions,10-15,POPULATION,138056,74026,64030
All Religions,10-15,UNMARRIED,79020,58903,20117
All Religions,10-15,MARRIED,57356,14893,42463
All Religions,10-15,WIDOWED,1680,230,1450
All Religions,15-20,POPULATION,117634,58380,59254
All Religions,15-20,UNMARRIED,26300,23435,2865
All Religions,15-20,MARRIED,87993,34474,53519
All Religions,15-20,WIDOWED,3341,471,2870
All Religions,20-30,POPULATION,228288,113097,115191
All Religions,20-30,UNMARRIED,18192,16430,1762
All Religions,20-30,MARRIED,198504,94881,103623
All Religions,20-30,WIDOWED,11592,1786,9806
All Religions,30-40,POPULATION,162694,84416,78278
All Religions,30-40,UNMARRIED,2679,1802,877
All Religions,30-40,MARRIED,138338,78950,59388
All Religions,30-40,WIDOWED,21677,3664,18013
All Religions,40-50,POPULATION,115788,61414,54374
All Religions,40-50,UNMARRIED,1705,994,711
All Religions,40-50,MARRIED,83812,54525,29287
All Religions,40-50,WIDOWED,30271,5895,24376
All Religions,50-60,POPULATION,68650,35985,32665
All Religions,50-60,UNMARRIED,1066,505,561
All Religions,50-60,MARRIED,40116,29266,10850
All Religions,50-60,WIDOWED,27468,6214,21254
All Religions,60 and over,POPULATION,49400,24769,24631
All Religions,60 and over,UNMARRIED,1099,615,484
All Religions,60 and over,MARRIED,21730,17448,4282
All Religions,60 and over,WIDOWED,26571,6706,19865
All Religions,Total,POPULATION,1241405,634416,606989
All Religions,Total,UNMARRIED,450583,275857,174726
All Religions,Total,MARRIED,667414,333473,333941
All Religions,Total,WIDOWED,123408,25086,98322
Hindu (Brahmanic),0-1,POPULATION,26822,13033,13789
Hindu (Brahmanic),0-1,UNMARRIED,26778,13025,13753
Hindu (Brahmanic),0-1,MARRIED,44,8,36
Hindu (Brahmanic),0-1,WIDOWED,0,0,0
Hindu (Brahmanic),1-5,POPULATION,137909,57717,80192
Hindu (Brahmanic),1-5,UNMARRIED,134213,56963,77250
Hindu (Brahmanic),1-5,MARRIED,3555,741,2814
Hindu (Brahmanic),1-5,WIDOWED,141,13,128
Hindu (Brahmanic),5-10,POPULATION,97927,61637,36290
Hindu (Brahmanic),5-10,UNMARRIED,69468,55900,13568
Hindu (Brahmanic),5-10,MARRIED,27919,5643,22276
Hindu (Brahmanic),5-10,WIDOWED,540,94,446
Hindu (Brahmanic),10-15,POPULATION,105062,56915,48147
Hindu (Brahmanic),10-15,UNMARRIED,57409,44453,12956
Hindu (Brahmanic),10-15,MARRIED,46119,12246,33873
Hindu (Brahmanic),10-15,WIDOWED,1534,216,1318
Hindu (Brahmanic),15-20,POPULATION,89703,44584,45119
Hindu (Brahmanic),15-20,UNMARRIED,18635,16687,1948
Hindu (Brahmanic),15-20,MARRIED,68139,27500,40639
Hindu (Brahmanic),15-20,WIDOWED,2929,397,2532
Hindu (Brahmanic),20-30,POPULATION,174430,86881,87549
Hindu (Brahmanic),20-30,UNMARRIED,13643,12439,1204
Hindu (Brahmanic),20-30,MARRIED,151320,73011,78309
Hindu (Brahmanic),20-30,WIDOWED,9467,1431,8036
Hindu (Brahmanic),30-40,POPULATION,122978,63824,59154
Hindu (Brahmanic),30-40,UNMARRIED,2088,1395,693
Hindu (Brahmanic),30-40,MARRIED,103743,59435,44308
Hindu (Brahmanic),30-40,WIDOWED,17147,2994,14153
Hindu (Brahmanic),40-50,POPULATION,86838,45297,41541
Hindu (Brahmanic),40-50,UNMARRIED,1428,801,627
Hindu (Brahmanic),40-50,MARRIED,61594,39724,21870
Hindu (Brahmanic),40-50,WIDOWED,23816,4772,19044
Hindu (Brahmanic),50-60,POPULATION,52997,27642,25355
Hindu (Brahmanic),50-60,UNMARRIED,922,410,512
Hindu (Brahmanic),50-60,MARRIED,30425,22192,8233
Hindu (Brahmanic),50-60,WIDOWED,21650,5040,16610
Hindu (Brahmanic),60 and over,POPULATION,38861,19354,19507
Hindu (Brahmanic),60 and over,UNMARRIED,1035,572,463
Hindu (Brahmanic),60 and over,MARRIED,16558,13358,3200
Hindu (Brahmanic),60 and over,WIDOWED,21268,5424,15844
