section,age,group,persons,males,females
1. ALL COMMUNITIES.,Total,POPULATION,1321838,682054,639784
1. ALL COMMUNITIES.,Total,UNMARRIED,540969,315776,225193
1. ALL COMMUNITIES.,Total,MARRIED,659784,337555,322229
1. ALL COMMUNITIES.,Total,WIDOWED,118581,27629,90952
1. ALL COMMUNITIES.,Total,DIVORCED,2504,1094,1410
1. ALL COMMUNITIES.,0-1,POPULATION,40330,20269,20061
1. ALL COMMUNITIES.,0-1,UNMARRIED,40326,20269,20057
1. ALL COMMUNITIES.,0-1,MARRIED,4,0,4
1. ALL COMMUNITIES.,0-1,WIDOWED,0,0,0
1. ALL COMMUNITIES.,0-1,DIVORCED,0,0,0
1. ALL COMMUNITIES.,1-5,POPULATION,165253,83184,82069
1. ALL COMMUNITIES.,1-5,UNMARRIED,163073,82271,80802
1. ALL COMMUNITIES.,1-5,MARRIED,2085,912,1173
1. ALL COMMUNITIES.,1-5,WIDOWED,95,1,94
1. ALL COMMUNITIES.,1-5,DIVORCED,0,0,0
1. ALL COMMUNITIES.,5-10,POPULATION,167565,83344,84221
1. ALL COMMUNITIES.,5-10,UNMARRIED,144637,77637,67000
1. ALL COMMUNITIES.,5-10,MARRIED,22431,5673,16758
1. ALL COMMUNITIES.,5-10,WIDOWED,487,30,457
1. ALL COMMUNITIES.,5-10,DIVORCED,10,4,6
1. ALL COMMUNITIES.,10-15,POPULATION,150794,76822,73972
1. ALL COMMUNITIES.,10-15,UNMARRIED,105456,65200,40256
1. ALL COMMUNITIES.,10-15,MARRIED,44401,11528,32873
1. ALL COMMUNITIES.,10-15,WIDOWED,880,87,793
1. ALL COMMUNITIES.,10-15,DIVORCED,57,7,50
1. ALL COMMUNITIES.,15-20,POPULATION,126185,65349,60836
1. ALL COMMUNITIES.,15-20,UNMARRIED,44697,34127,10570
1. ALL COMMUNITIES.,15-20,MARRIED,79213,30935,48278
1. ALL COMMUNITIES.,15-20,WIDOWED,2148,265,1883
1. ALL COMMUNITIES.,15-20,DIVORCED,127,22,105
1. ALL COMMUNITIES.,20-30,POPULATION,245768,126211,119557
1. ALL COMMUNITIES.,20-30,UNMARRIED,32112,27871,4241
1. ALL COMMUNITIES.,20-30,MARRIED,200752,95428,105324
1. ALL COMMUNITIES.,20-30,WIDOWED,12411,2701,9710
1. ALL COMMUNITIES.,20-30,DIVORCED,493,211,282
1. ALL COMMUNITIES.,30-40,POPULATION,163580,87186,76394
1. ALL COMMUNITIES.,30-40,UNMARRIED,5809,4726,1083
1. ALL COMMUNITIES.,30-40,MARRIED,136938,77910,59028
1. ALL COMMUNITIES.,30-40,WIDOWED,20273,4282,15991
1. ALL COMMUNITIES.,30-40,DIVORCED,560,268,292
1. ALL COMMUNITIES.,40-50,POPULATION,117363,64603,52760
1. ALL COMMUNITIES.,40-50,UNMARRIED,2539,1903,636
1. ALL COMMUNITIES.,40-50,MARRIED,87897,56565,31332
1. ALL COMMUNITIES.,40-50,WIDOWED,26427,5914,20513
1. ALL COMMUNITIES.,40-50,DIVORCED,500,221,279
1. ALL COMMUNITIES.,50-60,POPULATION,77499,41478,36021
1. ALL COMMUNITIES.,50-60,UNMARRIED,1437,1097,340
1. ALL COMMUNITIES.,50-60,MARRIED,48824,33740,15084
1. ALL COMMUNITIES.,50-60,WIDOWED,26883,6468,20415
1. ALL COMMUNITIES.,50-60,DIVORCED,355,173,182
1. ALL COMMUNITIES.,60 & over,POPULATION,67501,33608,33893
1. ALL COMMUNITIES.,60 & over,UNMARRIED,883,675,208
1. ALL COMMUNITIES.,60 & over,MARRIED,37239,24864,12375
1. ALL COMMUNITIES.,60 & over,WIDOWED,28977,7881,21096
1. ALL COMMUNITIES.,60 & over,DIVORCED,402,188,214
2. Brahmanic Hindus.,0-1,POPULATION,555,257,298
2. Brahmanic Hindus.,0-1,UNMARRIED,555,257,298
2. Brahmanic Hindus.,0-1,MARRIED,0,0,0
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0
2. Brahmanic Hindus.,1-5,POPULATION,2414,1136,1278
2. Brahmanic Hindus.,1-5,UNMARRIED,2399,1134,1265
2. Brahmanic Hindus.,1-5,MARRIED,15,2,13
2. Brahmanic Hindus.,1-5,WIDOWED,0,0,0
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0
2. Brahmanic Hindus.,5-10,POPULATION,2876,1009,1867
2. Brahmanic Hindus.,5-10,UNMARRIED,2747,984,1763
2. Brahmanic Hindus.,5-10,MARRIED,128,25,103
2. Brahmanic Hindus.,5-10,WIDOWED,1,0,1
2. Brahmanic Hindus.,5-10,DIVORCED,0,0,0
2. Brahmanic Hindus.,10-15,POPULATION,2819,1095,1724
2. Brahmanic Hindus.,10-15,UNMARRIED,2034,925,1109
2. Brahmanic Hindus.,10-15,MARRIED,779,170,609
2. Brahmanic Hindus.,10-15,WIDOWED,6,0,6
2. Brahmanic Hindus.,10-15,DIVORCED,0,0,0
2. Brahmanic Hindus.,15-20,POPULATION,2771,1390,1381
2. Brahmanic Hindus.,15-20,UNMARRIED,1205,698,507
2. Brahmanic Hindus.,15-20,MARRIED,1544,687,857
2. Brahmanic Hindus.,15-20,WIDOWED,22,5,17
2. Brahmanic Hindus.,15-20,DIVORCED,0,0,0
2. Brahmanic Hindus.,20-30,POPULATION,4263,2245,2018
2. Brahmanic Hindus.,20-30,UNMARRIED,1132,843,289
2. Brahmanic Hindus.,20-30,MARRIED,3057,1388,1669
