section,age,group,persons,males,females
1. ALL COMMUNITIES.,0-1,POPULATION,36955,17857,19098
1. ALL COMMUNITIES.,0-1,UNMARRIED,36672,17769,18903
1. ALL COMMUNITIES.,0-1,MARRIED,271,88,183
1. ALL COMMUNITIES.,0-1,WIDOWED,12,0,12
1. ALL COMMUNITIES.,0-1,DIVORCED,0,0,0
1. ALL COMMUNITIES.,1-5,POPULATION,135913,68893,67020
1. ALL COMMUNITIES.,1-5,UNMARRIED,130126,65597,64529
1. ALL COMMUNITIES.,1-5,MARRIED,5635,3296,2339
1. ALL COMMUNITIES.,1-5,WIDOWED,152,0,152
1. ALL COMMUNITIES.,1-5,DIVORCED,0,0,0
1. ALL COMMUNITIES.,5-10,POPULATION,123705,58303,65402
1. ALL COMMUNITIES.,5-10,UNMARRIED,95474,50297,45177
1. ALL COMMUNITIES.,5-10,MARRIED,27721,7914,19807
1. ALL COMMUNITIES.,5-10,WIDOWED,455,83,372
1. ALL COMMUNITIES.,5-10,DIVORCED,55,9,46
1. ALL COMMUNITIES.,10-15,POPULATION,132482,66905,65577
1. ALL COMMUNITIES.,10-15,UNMARRIED,68950,42582,26368
1. ALL COMMUNITIES.,10-15,MARRIED,60228,22433,37795
1. ALL COMMUNITIES.,10-15,WIDOWED,2118,1407,711
1. ALL COMMUNITIES.,10-15,DIVORCED,1186,483,703
1. ALL COMMUNITIES.,15-20,POPULATION,93919,45519,48400
1. ALL COMMUNITIES.,15-20,UNMARRIED,29650,21636,8014
1. ALL COMMUNITIES.,15-20,MARRIED,61488,22816,38672
1. ALL COMMUNITIES.,15-20,WIDOWED,2255,829,1426
1. ALL COMMUNITIES.,15-20,DIVORCED,526,238,288
1. ALL COMMUNITIES.,20-30,POPULATION,188779,97084,91695
1. ALL COMMUNITIES.,20-30,UNMARRIED,21059,15321,5738
1. ALL COMMUNITIES.,20-30,MARRIED,157035,77222,79813
1. ALL COMMUNITIES.,20-30,WIDOWED,8210,3393,4817
1. ALL COMMUNITIES.,20-30,DIVORCED,2475,1148,1327
1. ALL COMMUNITIES.,30-40,POPULATION,141586,77790,63796
1. ALL COMMUNITIES.,30-40,UNMARRIED,5699,3967,1732
1. ALL COMMUNITIES.,30-40,MARRIED,122888,69019,53869
1. ALL COMMUNITIES.,30-40,WIDOWED,11003,4046,6957
1. ALL COMMUNITIES.,30-40,DIVORCED,1996,758,1238
1. ALL COMMUNITIES.,40-50,POPULATION,101129,55946,45183
1. ALL COMMUNITIES.,40-50,UNMARRIED,2819,1710,1109
1. ALL COMMUNITIES.,40-50,MARRIED,80470,48710,31760
1. ALL COMMUNITIES.,40-50,WIDOWED,16779,4993,11786
1. ALL COMMUNITIES.,40-50,DIVORCED,1061,533,528
1. ALL COMMUNITIES.,50-60,POPULATION,62775,33651,29124
1. ALL COMMUNITIES.,50-60,UNMARRIED,1410,881,529
1. ALL COMMUNITIES.,50-60,MARRIED,42874,27267,15607
1. ALL COMMUNITIES.,50-60,WIDOWED,17613,5125,12488
1. ALL COMMUNITIES.,50-60,DIVORCED,878,378,500
1. ALL COMMUNITIES.,60 & over,POPULATION,54707,26054,28653
1. ALL COMMUNITIES.,60 & over,UNMARRIED,1165,795,370
1. ALL COMMUNITIES.,60 & over,MARRIED,30862,19823,11039
1. ALL COMMUNITIES.,60 & over,WIDOWED,21984,5084,16900
1. ALL COMMUNITIES.,60 & over,DIVORCED,696,352,344
1. ALL COMMUNITIES.,Total,POPULATION,1071950,548002,523948
1. ALL COMMUNITIES.,Total,UNMARRIED,393024,220555,172469
1. ALL COMMUNITIES.,Total,MARRIED,589472,298588,290884
1. ALL COMMUNITIES.,Total,WIDOWED,80581,24960,55621
1. ALL COMMUNITIES.,Total,DIVORCED,8873,3899,4974
