section,age,group,persons,males,females
All Religions,Total,POPULATION,762030,389754,372276
All Religions,Total,UNMARRIED,284409,161772,122637
All Religions,Total,MARRIED,411284,211532,199752
All Religions,Total,WIDOWED,66337,16450,49887
All Religions,0-1,POPULATION,30033,13323,16710
All Religions,0-1,UNMARRIED,29456,13058,16398
All Religions,0-1,MARRIED,568,262,306
All Religions,0-1,WIDOWED,9,3,6
All Religions,1-5,POPULATION,111721,55113,56608
All Religions,1-5,UNMARRIED,102722,51668,51054
All Religions,1-5,MARRIED,8309,3165,5144
All Religions,1-5,WIDOWED,690,280,410
All Religions,5-10,POPULATION,99627,53549,46078
All Religions,5-10,UNMARRIED,72578,42578,30000
All Religions,5-10,MARRIED,25776,10511,15265
All Religions,5-10,WIDOWED,1273,460,813
All Religions,10-15,POPULATION,83810,44943,38867
All Religions,10-15,UNMARRIED,43822,28496,15326
All Religions,10-15,MARRIED,38644,16031,22613
All Religions,10-15,WIDOWED,1344,416,928
All Religions,15-20,POPULATION,66092,32136,33956
All Religions,15-20,UNMARRIED,12779,9819,2960
All Religions,15-20,MARRIED,51529,21891,29638
All Religions,15-20,WIDOWED,1784,426,1358
All Religions,20-30,POPULATION,138822,70112,68710
All Religions,20-30,UNMARRIED,11802,8747,3055
All Religions,20-30,MARRIED,119938,59438,60500
All Religions,20-30,WIDOWED,7082,1927,5155
All Religions,30-40,POPULATION,100561,53274,47287
All Religions,30-40,UNMARRIED,5398,3252,2146
All Religions,30-40,MARRIED,83203,47170,36033
All Religions,30-40,WIDOWED,11960,2852,9108
All Religions,40-50,POPULATION,65940,35430,30510
All Religions,40-50,UNMARRIED,3080,2149,931
All Religions,40-50,MARRIED,47380,29647,17733
All Religions,40-50,WIDOWED,15480,3634,11846
All Religions,50-60,POPULATION,37883,19473,18410
All Religions,50-60,UNMARRIED,1517,1117,400
All Religions,50-60,MARRIED,22572,15018,7554
All Religions,50-60,WIDOWED,13794,3338,10456
All Religions,60 and over,POPULATION,27541,12401,15140
All Religions,60 and over,UNMARRIED,1255,888,367
All Religions,60 and over,MARRIED,13365,8399,4966
All Religions,60 and over,WIDOWED,12921,3114,9807
Hindu (Brahmanic),Total,POPULATION,491088,252021,239067
Hindu (Brahmanic),Total,UNMARRIED,176408,101853,74555
Hindu (Brahmanic),Total,MARRIED,266090,137930,128160
Hindu (Brahmanic),Total,WIDOWED,48590,12238,36352
Hindu (Brahmanic),0-1,POPULATION,19817,8495,11322
Hindu (Brahmanic),0-1,UNMARRIED,19523,8420,11103
Hindu (Brahmanic),0-1,MARRIED,290,72,218
Hindu (Brahmanic),0-1,WIDOWED,4,3,1
Hindu (Brahmanic),1-5,POPULATION,68375,34289,34086
Hindu (Brahmanic),1-5,UNMARRIED,62739,32284,30455
Hindu (Brahmanic),1-5,MARRIED,5092,1756,3336
Hindu (Brahmanic),1-5,WIDOWED,544,249,295
Hindu (Brahmanic),5-10,POPULATION,63081,34742,28339
Hindu (Brahmanic),5-10,UNMARRIED,43932,26901,17031
Hindu (Brahmanic),5-10,MARRIED,18092,7435,10657
Hindu (Brahmanic),5-10,WIDOWED,1057,406,651
Hindu (Brahmanic),10-15,POPULATION,54766,29427,25339
Hindu (Brahmanic),10-15,UNMARRIED,26217,17264,8953
Hindu (Brahmanic),10-15,MARRIED,27461,11821,15640
Hindu (Brahmanic),10-15,WIDOWED,1088,342,746
Hindu (Brahmanic),15-20,POPULATION,43567,21075,22492
Hindu (Brahmanic),15-20,UNMARRIED,7927,5890,2037
Hindu (Brahmanic),15-20,MARRIED,34294,14876,19418
Hindu (Brahmanic),15-20,WIDOWED,1346,309,1037
Hindu (Brahmanic),20-30,POPULATION,89433,45956,43477
Hindu (Brahmanic),20-30,UNMARRIED,7759,5612,2147
Hindu (Brahmanic),20-30,MARRIED,76293,38922,37371
Hindu (Brahmanic),20-30,WIDOWED,5381,1422,3959
Hindu (Brahmanic),30-40,POPULATION,65107,34403,30704
Hindu (Brahmanic),30-40,UNMARRIED,4221,2485,1736
Hindu (Brahmanic),30-40,MARRIED,52131,29786,22345
Hindu (Brahmanic),30-40,WIDOWED,8755,2132,6623
Hindu (Brahmanic),40-50,POPULATION,43132,23064,20068
Hindu (Brahmanic),40-50,UNMARRIED,2310,1548,762
Hindu (Brahmanic),40-50,MARRIED,29503,18748,10755
Hindu (Brahmanic),40-50,WIDOWED,11319,2768,8551
Hindu (Brahmanic),50-60,POPULATION,25075,12568,12507
Hindu (Brahmanic),50-60,UNMARRIED,1021,785,236
Hindu (Brahmanic),50-60,MARRIED,14247,9370,4877
Hindu (Brahmanic),50-60,WIDOWED,9807,2413,7394
Hindu (Brahmanic),60 and over,POPULATION,18735,8002,10733
Hindu (Brahmanic),60 and over,UNMARRIED,759,664,95
Hindu (Brahmanic),60 and over,MARRIED,8687,5144,3543
Hindu (Brahmanic),60 and over,WIDOWED,9289,2194,7095
Adi Hindu,Total,POPULATION,115554,57843,57711
