section,age,group,persons,males,females
All Religions,0-1,POPULATION,21067,10903,10164
All Religions,0-1,UNMARRIED,20995,10878,10117
All Religions,0-1,MARRIED,72,25,47
All Religions,0-1,WIDOWED,0,0,0
All Religions,1-5,POPULATION,107696,47915,59781
All Religions,1-5,UNMARRIED,94977,47340,47637
All Religions,1-5,MARRIED,12551,569,11982
All Religions,1-5,WIDOWED,168,6,162
All Religions,5-10,POPULATION,83485,41369,42116
All Religions,5-10,UNMARRIED,58206,37783,20423
All Religions,5-10,MARRIED,24237,3550,20687
All Religions,5-10,WIDOWED,1042,36,1006
All Religions,10-15,POPULATION,76726,34891,41835
All Religions,10-15,UNMARRIED,39907,26216,13691
All Religions,10-15,MARRIED,35008,8589,26419
All Religions,10-15,WIDOWED,1811,86,1725
All Religions,15-20,POPULATION,67722,31380,36342
All Religions,15-20,UNMARRIED,16255,14131,2124
All Religions,15-20,MARRIED,48715,17045,31670
All Religions,15-20,WIDOWED,2752,204,2548
All Religions,20-30,POPULATION,136497,69147,67350
All Religions,20-30,UNMARRIED,15914,14210,1704
All Religions,20-30,MARRIED,112445,53746,58699
All Religions,20-30,WIDOWED,8138,1191,6947
All Religions,30-40,POPULATION,95746,54263,41483
All Religions,30-40,UNMARRIED,4430,3557,873
All Religions,30-40,MARRIED,78645,48426,30219
All Religions,30-40,WIDOWED,12671,2280,10391
All Religions,40-50,POPULATION,69682,40488,29194
All Religions,40-50,UNMARRIED,2350,1740,610
All Religions,40-50,MARRIED,49139,35140,13999
All Religions,40-50,WIDOWED,18193,3608,14585
All Religions,50-60,POPULATION,43035,24013,19022
All Religions,50-60,UNMARRIED,1024,734,290
All Religions,50-60,MARRIED,24800,19444,5356
All Religions,50-60,WIDOWED,17211,3835,13376
All Religions,60 and over,POPULATION,37009,19106,17903
All Religions,60 and over,UNMARRIED,1080,803,277
All Religions,60 and over,MARRIED,17043,13448,3595
All Religions,60 and over,WIDOWED,18886,4855,14031
All Religions,Total,POPULATION,738665,373475,365190
All Religions,Total,UNMARRIED,255138,157392,97746
All Religions,Total,MARRIED,402655,199982,202673
All Religions,Total,WIDOWED,80872,16101,64771
Hindu (Brahmanic),0-1,POPULATION,14502,7856,6646
Hindu (Brahmanic),0-1,UNMARRIED,14464,7844,6620
Hindu (Brahmanic),0-1,MARRIED,38,12,26
Hindu (Brahmanic),0-1,WIDOWED,0,0,0
Hindu (Brahmanic),1-5,POPULATION,75004,32431,42573
Hindu (Brahmanic),1-5,UNMARRIED,63037,32034,31003
Hindu (Brahmanic),1-5,MARRIED,11848,393,11455
Hindu (Brahmanic),1-5,WIDOWED,119,4,115
Hindu (Brahmanic),5-10,POPULATION,62183,30644,31539
Hindu (Brahmanic),5-10,UNMARRIED,41606,27990,13616
Hindu (Brahmanic),5-10,MARRIED,19691,2630,17061
Hindu (Brahmanic),5-10,WIDOWED,886,24,862
Hindu (Brahmanic),10-15,POPULATION,51556,21864,29692
Hindu (Brahmanic),10-15,UNMARRIED,23636,15278,8358
Hindu (Brahmanic),10-15,MARRIED,26477,6518,19959
Hindu (Brahmanic),10-15,WIDOWED,1443,68,1375
Hindu (Brahmanic),15-20,POPULATION,46089,20441,25648
Hindu (Brahmanic),15-20,UNMARRIED,9299,8368,931
Hindu (Brahmanic),15-20,MARRIED,34479,11923,22556
Hindu (Brahmanic),15-20,WIDOWED,2311,150,2161
Hindu (Brahmanic),20-30,POPULATION,91848,47531,44317
Hindu (Brahmanic),20-30,UNMARRIED,9598,8810,788
Hindu (Brahmanic),20-30,MARRIED,76113,37838,38275
Hindu (Brahmanic),20-30,WIDOWED,6137,883,5254
Hindu (Brahmanic),30-40,POPULATION,64485,38229,26256
Hindu (Brahmanic),30-40,UNMARRIED,3239,2621,618
Hindu (Brahmanic),30-40,MARRIED,52380,33936,18444
Hindu (Brahmanic),30-40,WIDOWED,8866,1672,7194
Hindu (Brahmanic),40-50,POPULATION,48029,28515,19514
Hindu (Brahmanic),40-50,UNMARRIED,1631,1204,427
Hindu (Brahmanic),40-50,MARRIED,33420,24727,8693
Hindu (Brahmanic),40-50,WIDOWED,12978,2584,10394
Hindu (Brahmanic),50-60,POPULATION,29537,16712,12825
Hindu (Brahmanic),50-60,UNMARRIED,814,607,207
Hindu (Brahmanic),50-60,MARRIED,16693,13360,3333
Hindu (Brahmanic),50-60,WIDOWED,12030,2745,9285
Hindu (Brahmanic),60 and over,POPULATION,25457,12688,12769
Hindu (Brahmanic),60 and over,UNMARRIED,836,649,187
Hindu (Brahmanic),60 and over,MARRIED,10995,8515,2480
Hindu (Brahmanic),60 and over,WIDOWED,13626,3524,10102
Hindu (Brahmanic),Total,POPULATION,508690,256911,251779
Hindu (Brahmanic),Total,UNMARRIED,168160,105405,62755
Hindu (Brahmanic),Total,MARRIED,282134,139852,142282
Hindu (Brahmanic),Total,WIDOWED,58396,11654,46742
