section,age,group,persons,males,females
All Religions,0-1,POPULATION,24644,11769,12875
All Religions,0-1,UNMARRIED,24151,11532,12619
All Religions,0-1,MARRIED,471,231,240
All Religions,0-1,WIDOWED,22,6,16
All Religions,1-5,POPULATION,122567,56584,65983
All Religions,1-5,UNMARRIED,110075,53438,56637
All Religions,1-5,MARRIED,12004,2922,9082
All Religions,1-5,WIDOWED,488,224,264
All Religions,5-10,POPULATION,113918,58473,55445
All Religions,5-10,UNMARRIED,76369,45423,30946
All Religions,5-10,MARRIED,36457,12636,23821
All Religions,5-10,WIDOWED,1092,414,678
All Religions,10-15,POPULATION,100765,51783,48982
All Religions,10-15,UNMARRIED,47875,31585,16290
All Religions,10-15,MARRIED,51408,19596,31812
All Religions,10-15,WIDOWED,1482,602,880
All Religions,15-20,POPULATION,72843,35609,37234
All Religions,15-20,UNMARRIED,11466,9326,2140
All Religions,15-20,MARRIED,59071,25128,33943
All Religions,15-20,WIDOWED,2306,1155,1151
All Religions,20-30,POPULATION,145635,75622,70013
All Religions,20-30,UNMARRIED,9027,7423,1604
All Religions,20-30,MARRIED,127562,63978,63584
All Religions,20-30,WIDOWED,9046,4221,4825
All Religions,30-40,POPULATION,109987,57069,52918
All Religions,30-40,UNMARRIED,3539,1937,1602
All Religions,30-40,MARRIED,92258,51500,40758
All Religions,30-40,WIDOWED,14190,3632,10558
All Religions,40-50,POPULATION,78860,42830,36030
All Religions,40-50,UNMARRIED,1684,1009,675
All Religions,40-50,MARRIED,58020,37407,20613
All Religions,40-50,WIDOWED,19156,4414,14742
All Religions,50-60,POPULATION,49192,26907,22285
All Religions,50-60,UNMARRIED,937,538,399
All Religions,50-60,MARRIED,29527,21775,7752
All Religions,50-60,WIDOWED,18728,4594,14134
All Religions,60 and over,POPULATION,35349,18131,17218
All Religions,60 and over,UNMARRIED,727,513,214
All Religions,60 and over,MARRIED,16623,12993,3630
All Religions,60 and over,WIDOWED,17999,4625,13374
All Religions,Total,POPULATION,853760,434777,418983
All Religions,Total,UNMARRIED,285850,162724,123126
All Religions,Total,MARRIED,483401,248136,235265
All Religions,Total,WIDOWED,84509,23917,60592
Hindu (Brahmanic),0-1,POPULATION,16720,7920,8800
Hindu (Brahmanic),0-1,UNMARRIED,16453,7793,8660
Hindu (Brahmanic),0-1,MARRIED,256,127,129
Hindu (Brahmanic),0-1,WIDOWED,11,0,11
Hindu (Brahmanic),1-5,POPULATION,79552,36388,43164
Hindu (Brahmanic),1-5,UNMARRIED,71673,34515,37158
Hindu (Brahmanic),1-5,MARRIED,7659,1801,5858
Hindu (Brahmanic),1-5,WIDOWED,220,72,148
Hindu (Brahmanic),5-10,POPULATION,78024,40380,37644
Hindu (Brahmanic),5-10,UNMARRIED,51747,31737,20010
Hindu (Brahmanic),5-10,MARRIED,25494,8354,17140
Hindu (Brahmanic),5-10,WIDOWED,783,289,494
Hindu (Brahmanic),10-15,POPULATION,71193,37211,33982
Hindu (Brahmanic),10-15,UNMARRIED,32691,22328,10363
Hindu (Brahmanic),10-15,MARRIED,37467,14453,23014
Hindu (Brahmanic),10-15,WIDOWED,1035,430,605
Hindu (Brahmanic),15-20,POPULATION,51162,25069,26093
Hindu (Brahmanic),15-20,UNMARRIED,7484,6384,1100
Hindu (Brahmanic),15-20,MARRIED,41823,17683,24140
Hindu (Brahmanic),15-20,WIDOWED,1855,1002,853
Hindu (Brahmanic),20-30,POPULATION,101754,53589,48165
Hindu (Brahmanic),20-30,UNMARRIED,5894,5271,623
Hindu (Brahmanic),20-30,MARRIED,88771,44709,44062
Hindu (Brahmanic),20-30,WIDOWED,7089,3609,3480
Hindu (Brahmanic),30-40,POPULATION,76120,39757,36363
Hindu (Brahmanic),30-40,UNMARRIED,2209,1429,780
Hindu (Brahmanic),30-40,MARRIED,63213,35417,27796
Hindu (Brahmanic),30-40,WIDOWED,10698,2911,7787
Hindu (Brahmanic),40-50,POPULATION,54985,29679,25306
Hindu (Brahmanic),40-50,UNMARRIED,1036,785,251
Hindu (Brahmanic),40-50,MARRIED,39580,25321,14259
Hindu (Brahmanic),40-50,WIDOWED,14369,3573,10796
Hindu (Brahmanic),50-60,POPULATION,34273,18583,15690
Hindu (Brahmanic),50-60,UNMARRIED,670,431,239
Hindu (Brahmanic),50-60,MARRIED,19665,14597,5068
Hindu (Brahmanic),50-60,WIDOWED,13938,3555,10383
Hindu (Brahmanic),60 and over,POPULATION,25475,13035,12440
Hindu (Brahmanic),60 and over,UNMARRIED,553,429,124
Hindu (Brahmanic),60 and over,MARRIED,11491,8945,2546
Hindu (Brahmanic),60 and over,WIDOWED,13431,3661,9770
Hindu (Brahmanic),Total,POPULATION,589258,301611,287647
Hindu (Brahmanic),Total,UNMARRIED,190410,111102,79308
Hindu (Brahmanic),Total,MARRIED,335419,171407,164012
Hindu (Brahmanic),Total,WIDOWED,63429,19102,44327
Adi Hindu,Total,POPULATION,153030,76344,76686
Adi Hindu,Total,UNMARRIED,50560,27480,23080
Adi Hindu,Total,MARRIED,90389,46409,43980
Adi Hindu,Total,WIDOWED,12081,2455,9626
Adi Hindu,0-1,POPULATION,5012,2444,2568
Adi Hindu,0-1,UNMARRIED,4870,2381,2489
Adi Hindu,0-1,MARRIED,140,63,77
Adi Hindu,0-1,WIDOWED,2,0,2
Adi Hindu,1-5,POPULATION,24293,11073,13220
Adi Hindu,1-5,UNMARRIED,21740,10393,11347
Adi Hindu,1-5,MARRIED,2478,667,1811
Adi Hindu,1-5,WIDOWED,75,13,62
Adi Hindu,5-10,POPULATION,21258,11195,10063
Adi Hindu,5-10,UNMARRIED,12832,7534,5298
